Joueur,nationalite,equipe,age,poste,date_naissance,temps_de_jeu,matchs_joues,matchs_debutes,but_marques,but_marques_90,action_menant_but,action_menant_but_90,tirs_cardres_90,tirs_cardres_pourcent,tirs_total,passes_completees,passes_completees_pourcent,interceptions,tirs_blockes,tirs_menant_but_blockes,pressions_recupant_ball_pourcent,pressions,tackles,tackles_reussi,tackle_reussi_pct
Dennis-Geiger,de GER,Hoffenheim,23-158,MF,1998,474.0,7.0,6.0,1.0,0.19,1.0,0.19,0.19,25.0,4.0,184.0,78.3,11.0,0.0,0.0,30.8,91.0,12.0,9.0,69.23076923076923
Yannick-Gerhardt,de GER,Wolfsburg,27-247,"DF,FW",1994,380.0,7.0,5.0,0.0,0.0,2.0,0.47,0.0,0.0,4.0,181.0,78.7,6.0,1.0,0.0,32.6,92.0,12.0,9.0,69.23076923076923
Hamadi-Al-Ghaddioui,ma MAR,Stuttgart,31-054,FW,1990,431.0,8.0,6.0,2.0,0.42,2.0,0.42,0.84,36.4,11.0,68.0,69.4,0.0,0.0,0.0,30.8,91.0,6.0,4.0,57.14285714285714
Niko-Giesselmann,de GER,Union Berlin,30-050,DF,1991,967.0,11.0,11.0,3.0,0.28,3.0,0.28,0.74,66.7,12.0,337.0,69.9,7.0,3.0,0.0,31.3,147.0,18.0,5.0,26.31578947368421
Rafal-Gikiewicz,pl POL,Augsburg,34-020,GK,1987,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,64.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Daniel-Ginczek,de GER,Wolfsburg,30-216,"MF,FW",1991,13.0,2.0,0.0,0.0,0.0,0.0,0.0,6.92,100.0,1.0,1.0,25.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0
Matthias-Ginter,de GER,M'Gladbach,27-300,DF,1994,782.0,9.0,9.0,0.0,0.0,2.0,0.23,0.35,27.3,11.0,559.0,86.1,11.0,3.0,0.0,47.2,53.0,14.0,10.0,66.66666666666666
Serge-Gnabry,de GER,Bayern Munich,26-124,FW,1995,635.0,11.0,8.0,6.0,0.85,3.0,0.43,1.56,55.0,20.0,286.0,79.9,11.0,0.0,0.0,33.9,115.0,14.0,8.0,53.333333333333336
Leon-Goretzka,de GER,Bayern Munich,26-282,MF,1995,684.0,9.0,9.0,2.0,0.26,5.0,0.66,0.92,24.1,29.0,359.0,82.9,13.0,0.0,0.0,39.6,96.0,18.0,12.0,63.1578947368421
Jeffrey-Gouweleeuw,nl NED,Augsburg,30-128,DF,1991,810.0,9.0,9.0,1.0,0.11,0.0,0.0,0.11,50.0,2.0,279.0,72.7,19.0,6.0,0.0,43.5,92.0,20.0,11.0,52.38095238095239
Julian-Green,us USA,Greuther Fürth,26-162,MF,1995,533.0,8.0,7.0,0.0,0.0,0.0,0.0,0.68,40.0,10.0,145.0,74.0,10.0,2.0,0.0,29.3,75.0,7.0,5.0,62.5
Michael-Gregoritsch,at AUT,Augsburg,27-211,"MF,FW",1994,91.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,68.2,0.0,0.0,0.0,35.3,17.0,0.0,0.0,0.0
Sebastian-Griesbeck,de GER,Union Berlin,31-043,MF,1990,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,20.0,5.0,1.0,1.0,50.0
Sebastian-Griesbeck,de GER,Greuther Fürth,31-043,"MF,DF",1990,635.0,8.0,8.0,0.0,0.0,0.0,0.0,0.14,50.0,2.0,139.0,79.0,12.0,4.0,0.0,34.9,146.0,19.0,9.0,45.0
Vincenzo-Grifo,it ITA,Freiburg,28-222,"FW,MF",1993,832.0,11.0,10.0,3.0,0.32,6.0,0.65,0.65,33.3,18.0,313.0,76.5,10.0,0.0,0.0,22.5,111.0,11.0,10.0,83.33333333333334
Florian-Grillitsch,at AUT,Hoffenheim,26-100,"DF,MF",1995,657.0,8.0,7.0,0.0,0.0,1.0,0.14,0.14,25.0,4.0,417.0,91.0,26.0,4.0,1.0,32.0,100.0,22.0,15.0,65.21739130434783
Carlos-Gruezo,ec ECU,Augsburg,26-210,MF,1995,360.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,81.6,10.0,1.0,0.0,40.7,81.0,8.0,7.0,77.77777777777779
Raphael-Guerreiro,pt POR,Dortmund,27-328,DF,1993,487.0,6.0,5.0,3.0,0.55,2.0,0.37,0.37,25.0,8.0,407.0,88.7,7.0,1.0,0.0,34.0,50.0,10.0,7.0,63.63636363636363
Josuha-Guilavogui,fr FRA,Wolfsburg,31-057,"MF,DF",1990,674.0,11.0,8.0,0.0,0.0,1.0,0.13,0.27,25.0,8.0,311.0,84.5,24.0,5.0,0.0,36.6,123.0,21.0,13.0,59.09090909090909
Peter-Gulacsi,hu HUN,RB Leipzig,31-193,GK,1990,990.0,11.0,11.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,278.0,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel-Gulde,de GER,Freiburg,30-276,DF,1991,547.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,86.7,6.0,4.0,0.0,35.2,71.0,11.0,6.0,50.0
Robert-Gumny,pl POL,Augsburg,23-164,DF,1998,938.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,303.0,73.5,17.0,3.0,0.0,30.7,137.0,21.0,15.0,68.18181818181817
Christian-Gunter,de GER,Freiburg,28-260,DF,1993,990.0,11.0,11.0,0.0,0.0,4.0,0.36,0.09,25.0,4.0,398.0,69.9,10.0,2.0,0.0,25.4,118.0,15.0,7.0,43.75
Lasse-Gunther,de GER,Augsburg,18-239,DF,2003,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,3.0,2.0,1.0,33.33333333333333
Josko-Gvardiol,hr CRO,RB Leipzig,19-296,DF,2002,789.0,10.0,9.0,0.0,0.0,3.0,0.34,0.11,16.7,6.0,424.0,79.7,25.0,2.0,0.0,38.3,120.0,28.0,18.0,62.06896551724138
Erling-Haaland,no NOR,Dortmund,21-117,FW,2000,540.0,6.0,6.0,9.0,1.5,6.0,1.0,2.17,48.1,27.0,111.0,74.5,2.0,1.0,0.0,27.2,81.0,2.0,2.0,66.66666666666666
Janik-Haberer,de GER,Freiburg,27-227,MF,1994,231.0,10.0,1.0,1.0,0.39,0.0,0.0,0.39,33.3,3.0,58.0,80.6,5.0,2.0,0.0,31.1,45.0,4.0,3.0,60.0
Alexander-Hack,de GER,Mainz 05,28-068,DF,1993,575.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,209.0,74.6,12.0,5.0,0.0,34.7,75.0,19.0,14.0,70.0
Robin-Hack,de GER,Arminia,23-080,"MF,FW",1998,686.0,10.0,8.0,0.0,0.0,0.0,0.0,0.39,16.7,18.0,176.0,76.9,5.0,0.0,0.0,28.1,135.0,6.0,5.0,71.42857142857143
Andre-Hahn,de GER,Augsburg,31-094,"MF,FW",1990,643.0,10.0,8.0,0.0,0.0,1.0,0.14,0.42,27.3,11.0,75.0,52.4,6.0,3.0,0.0,26.0,127.0,10.0,4.0,36.36363636363637
Amadou-Haidara,ml MLI,RB Leipzig,23-288,MF,1998,839.0,11.0,10.0,2.0,0.21,2.0,0.21,0.43,33.3,12.0,372.0,81.0,8.0,6.0,0.0,36.3,168.0,14.0,9.0,60.0
Genki-Haraguchi,jp JPN,Union Berlin,30-190,MF,1991,703.0,11.0,8.0,0.0,0.0,4.0,0.51,0.0,0.0,7.0,171.0,71.8,8.0,1.0,0.0,25.0,148.0,17.0,9.0,50.0
Makoto-Hasebe,jp JPN,Eint Frankfurt,37-301,"DF,MF",1984,259.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,84.8,9.0,0.0,0.0,43.1,58.0,8.0,5.0,55.55555555555556
Thorgan-Hazard,be BEL,Dortmund,28-231,"FW,DF",1993,424.0,8.0,4.0,2.0,0.42,0.0,0.0,0.42,22.2,9.0,202.0,77.7,5.0,1.0,0.0,26.5,98.0,8.0,4.0,44.44444444444444
Jonas-Hector,de GER,Köln,31-172,DF,1990,900.0,10.0,10.0,0.0,0.0,4.0,0.4,0.3,42.9,7.0,462.0,78.0,23.0,1.0,0.0,37.7,146.0,22.0,12.0,52.17391304347826
Hwang-Hee-chan,kr KOR,RB Leipzig,25-293,FW,1996,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,75.0,1.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0
Dominique-Heintz,de GER,Freiburg,28-092,DF,1993,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,90.5,1.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0
Benjamin-Henrichs,de GER,RB Leipzig,24-265,"DF,MF",1997,120.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,79.8,4.0,0.0,0.0,38.1,21.0,6.0,4.0,57.14285714285714
Lucas-Hernandez,fr FRA,Bayern Munich,25-274,DF,1996,646.0,8.0,8.0,0.0,0.0,1.0,0.14,0.0,0.0,0.0,540.0,90.3,14.0,2.0,0.0,43.9,66.0,13.0,11.0,78.57142857142857
Patrick-Herrmann,de GER,M'Gladbach,30-276,"FW,DF",1991,335.0,9.0,2.0,0.0,0.0,3.0,0.81,0.27,11.1,9.0,119.0,74.8,4.0,0.0,0.0,31.6,57.0,10.0,5.0,45.45454545454545
Piero-Hincapie,ec ECU,Leverkusen,19-310,"DF,FW",2002,288.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0,78.0,8.0,2.0,0.0,39.1,46.0,7.0,2.0,25.0
Martin-Hinteregger,at AUT,Eint Frankfurt,29-069,DF,1992,990.0,11.0,11.0,1.0,0.09,1.0,0.09,0.18,22.2,9.0,463.0,77.4,19.0,8.0,1.0,39.2,120.0,27.0,14.0,50.0
Marwin-Hitz,ch SUI,Dortmund,34-058,GK,1987,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,95.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas-Hofler,de GER,Freiburg,31-251,MF,1990,719.0,9.0,9.0,1.0,0.13,2.0,0.25,0.63,50.0,10.0,223.0,82.3,11.0,8.0,0.0,36.0,150.0,19.0,13.0,65.0
Jonas-Hofmann,de GER,M'Gladbach,29-124,"FW,MF",1992,784.0,10.0,9.0,4.0,0.46,2.0,0.23,0.92,36.4,22.0,425.0,79.0,10.0,0.0,0.0,31.3,166.0,18.0,10.0,52.63157894736842
Lucas-Holer,de GER,Freiburg,27-128,"FW,MF",1994,881.0,11.0,11.0,3.0,0.31,6.0,0.61,0.92,45.0,20.0,159.0,65.2,7.0,1.0,0.0,29.3,164.0,17.0,10.0,55.55555555555556
Gerrit-Holtmann,ph PHI,Bochum,26-235,FW,1995,658.0,10.0,8.0,1.0,0.14,3.0,0.41,0.41,17.6,17.0,80.0,66.7,9.0,1.0,0.0,25.0,96.0,5.0,2.0,33.33333333333333
Justin-Hoogma,nl NED,Greuther Fürth,23-157,DF,1998,270.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,83.6,5.0,5.0,0.0,24.1,29.0,4.0,3.0,60.0
Timo-Horn,de GER,Köln,28-187,GK,1993,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,84.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Lukas-Hradecky,fi FIN,Leverkusen,31-356,GK,1989,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branimir-Hrgota,se SWE,Greuther Fürth,28-307,FW,1993,899.0,11.0,11.0,3.0,0.3,1.0,0.1,0.5,25.0,20.0,180.0,74.4,6.0,1.0,0.0,29.5,210.0,12.0,9.0,69.23076923076923
Ajdin-Hrustic,au AUS,Eint Frankfurt,25-133,MF,1996,338.0,8.0,4.0,0.0,0.0,0.0,0.0,0.53,22.2,9.0,227.0,84.4,4.0,1.0,0.0,39.3,56.0,6.0,6.0,85.71428571428571
Timo-Hubers,de GER,Köln,25-118,DF,1996,218.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,83.9,13.0,1.0,0.0,48.1,27.0,2.0,0.0,0.0
Mats-Hummels,de GER,Dortmund,32-334,DF,1988,595.0,9.0,7.0,1.0,0.15,1.0,0.15,0.3,50.0,4.0,422.0,85.4,26.0,4.0,0.0,35.5,76.0,16.0,9.0,52.94117647058824
Iago,br BRA,Augsburg,24-237,DF,1997,496.0,7.0,6.0,0.0,0.0,0.0,0.0,0.18,100.0,1.0,200.0,69.4,7.0,3.0,0.0,32.9,85.0,12.0,8.0,61.53846153846154
Ilaix,es ESP,RB Leipzig,18-300,MF,2003,12.0,1.0,0.0,0.0,0.0,0.0,0.0,7.5,100.0,1.0,6.0,85.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stefan-Ilsanker,at AUT,Eint Frankfurt,32-181,"DF,MF",1989,151.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,84.6,6.0,1.0,0.0,25.0,28.0,7.0,3.0,37.5
Marcus-Ingvartsen,dk DEN,Union Berlin,25-315,MF,1996,122.0,2.0,2.0,0.0,0.0,0.0,0.0,0.74,100.0,1.0,25.0,73.5,2.0,0.0,0.0,25.0,24.0,1.0,0.0,0.0
Marcus-Ingvartsen,dk DEN,Mainz 05,25-315,"FW,MF",1996,230.0,8.0,2.0,2.0,0.78,0.0,0.0,1.57,57.1,7.0,42.0,61.8,2.0,0.0,0.0,32.8,64.0,3.0,1.0,25.0
Hiroki-Ito,jp JPN,Stuttgart,22-187,DF,1999,446.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,363.0,87.3,17.0,4.0,0.0,36.0,50.0,9.0,6.0,60.0
Cedric-Itten,ch SUI,Greuther Fürth,24-323,FW,1996,528.0,8.0,6.0,2.0,0.34,0.0,0.0,1.36,57.1,14.0,70.0,56.9,0.0,0.0,0.0,28.6,119.0,11.0,6.0,50.0
Gian-Luca-Itter,de GER,Greuther Fürth,22-314,DF,1999,282.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,119.0,75.8,3.0,2.0,0.0,22.2,36.0,8.0,2.0,22.22222222222222
Lee-Jae-sung,kr KOR,Mainz 05,29-097,"MF,FW",1992,419.0,9.0,5.0,1.0,0.21,1.0,0.21,0.64,50.0,6.0,140.0,73.3,4.0,1.0,0.0,29.4,85.0,6.0,3.0,42.857142857142854
Paul-Jaeckel,de GER,Union Berlin,23-116,DF,1998,595.0,7.0,6.0,0.0,0.0,1.0,0.15,0.0,0.0,1.0,224.0,80.6,21.0,3.0,0.0,24.2,99.0,11.0,5.0,41.66666666666667
Kristijan-Jakic,hr CRO,Eint Frankfurt,24-185,MF,1997,504.0,7.0,6.0,0.0,0.0,0.0,0.0,0.36,22.2,9.0,144.0,66.7,9.0,2.0,0.0,40.2,122.0,18.0,11.0,57.89473684210527
Tony-Jantschke,de GER,M'Gladbach,31-222,DF,1990,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,81.1,1.0,1.0,0.0,42.9,7.0,4.0,2.0,40.0
Dennis-Jastrzembski,pl POL,Hertha BSC,21-268,"FW,DF",2000,188.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,62.1,2.0,0.0,0.0,27.5,40.0,1.0,1.0,50.0
Fredrik-Jensen,fi FIN,Augsburg,24-067,"FW,MF",1997,227.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,55.9,1.0,0.0,0.0,26.8,41.0,3.0,1.0,25.0
Marco-John,de GER,Hoffenheim,19-227,DF,2002,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,90.0,2.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0
Stevan-Jovetic,me MNE,Hertha BSC,32-013,"FW,MF",1989,311.0,6.0,4.0,2.0,0.58,1.0,0.29,2.03,70.0,10.0,63.0,65.6,2.0,0.0,0.0,21.1,38.0,0.0,0.0,0.0
Gideon-Jung,de GER,Greuther Fürth,27-064,DF,1994,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,82.9,1.0,1.0,0.0,45.5,11.0,0.0,0.0,0.0
Pavel-Kaderabek,cz CZE,Hoffenheim,29-204,DF,1992,316.0,5.0,4.0,1.0,0.28,1.0,0.28,0.28,33.3,3.0,147.0,73.9,3.0,1.0,0.0,32.3,31.0,2.0,0.0,0.0
Florian-Kainz,at AUT,Köln,29-022,"MF,FW",1992,706.0,10.0,9.0,2.0,0.25,9.0,1.15,0.51,26.7,15.0,226.0,66.7,15.0,1.0,0.0,35.7,70.0,12.0,6.0,46.15384615384615
Sasa-Kalajdzic,at AUT,Stuttgart,24-131,FW,1997,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Felix-Kalu-Nmecha,eng ENG,Wolfsburg,21-036,"MF,FW",2000,39.0,4.0,0.0,0.0,0.0,0.0,0.0,2.31,100.0,1.0,15.0,75.0,1.0,0.0,0.0,12.5,16.0,0.0,0.0,0.0
Daichi-Kamada,jp JPN,Eint Frankfurt,25-102,"MF,FW",1996,653.0,10.0,7.0,0.0,0.0,2.0,0.28,0.28,22.2,9.0,178.0,77.4,9.0,0.0,0.0,31.3,115.0,11.0,6.0,50.0
Kevin-Kampl,si SVN,RB Leipzig,31-037,MF,1990,616.0,9.0,8.0,0.0,0.0,1.0,0.15,0.15,33.3,3.0,340.0,91.6,15.0,1.0,0.0,34.3,102.0,13.0,11.0,78.57142857142857
Atakan-Karazor,de GER,Stuttgart,25-033,"MF,DF",1996,582.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,328.0,84.5,9.0,8.0,0.0,31.6,136.0,19.0,9.0,45.0
Noah-Katterbach,de GER,Köln,20-216,DF,2001,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,0.0
Yannik-Keitel,de GER,Freiburg,21-273,MF,2000,447.0,9.0,5.0,0.0,0.0,0.0,0.0,0.4,20.0,10.0,115.0,70.1,6.0,1.0,0.0,29.0,93.0,14.0,8.0,53.333333333333336
Marc-Oliver-Kempf,de GER,Stuttgart,26-291,DF,1995,733.0,10.0,9.0,3.0,0.37,0.0,0.0,0.74,42.9,14.0,428.0,83.4,15.0,12.0,0.0,38.4,112.0,16.0,10.0,58.82352941176471
Rani-Khedira,de GER,Union Berlin,27-292,MF,1994,934.0,11.0,11.0,0.0,0.0,1.0,0.1,0.1,33.3,3.0,214.0,72.5,11.0,4.0,0.0,30.2,248.0,24.0,11.0,44.0
Luca-Kilian,de GER,Köln,22-075,DF,1999,410.0,7.0,4.0,0.0,0.0,1.0,0.22,0.0,0.0,2.0,237.0,86.8,15.0,3.0,0.0,42.9,49.0,10.0,5.0,45.45454545454545
Luca-Kilian,de GER,Mainz 05,22-075,FW,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Joshua-Kimmich,de GER,Bayern Munich,26-280,MF,1995,971.0,11.0,11.0,3.0,0.28,8.0,0.74,0.46,41.7,12.0,802.0,84.2,29.0,2.0,0.0,34.1,167.0,17.0,13.0,72.22222222222221
Philipp-Klement,de GER,Stuttgart,29-067,"MF,FW",1992,338.0,6.0,3.0,1.0,0.27,1.0,0.27,0.53,33.3,6.0,215.0,79.0,1.0,1.0,0.0,41.5,53.0,7.0,7.0,87.5
Mateo-Klimowicz,de GER,Stuttgart,21-132,"FW,MF",2000,473.0,10.0,6.0,0.0,0.0,1.0,0.19,0.57,30.0,10.0,112.0,76.2,3.0,0.0,0.0,32.1,78.0,9.0,4.0,40.0
Fabian-Klos,de GER,Arminia,33-348,FW,1987,807.0,11.0,9.0,2.0,0.22,1.0,0.11,1.23,42.3,26.0,126.0,52.9,3.0,1.0,0.0,29.1,158.0,3.0,1.0,25.0
Lukas-Klostermann,de GER,RB Leipzig,25-166,DF,1996,551.0,7.0,6.0,0.0,0.0,1.0,0.16,0.16,33.3,3.0,284.0,83.3,11.0,3.0,0.0,38.8,67.0,14.0,6.0,40.0
Lukas-Klunter,de GER,Hertha BSC,25-173,DF,1996,94.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,63.9,2.0,0.0,0.0,33.3,12.0,2.0,2.0,66.66666666666666
Ansgar-Knauff,de GER,Dortmund,19-309,"FW,MF",2002,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,54.5,0.0,0.0,0.0,35.3,17.0,4.0,2.0,40.0
Robin-Knoche,de GER,Union Berlin,29-177,DF,1992,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,431.0,83.5,16.0,14.0,0.0,35.3,119.0,14.0,11.0,73.33333333333333
Gregor-Kobel,ch SUI,Dortmund,23-344,GK,1997,945.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik-Kohr,de GER,Mainz 05,27-288,MF,1994,730.0,9.0,8.0,0.0,0.0,3.0,0.37,0.12,11.1,9.0,304.0,75.2,20.0,4.0,0.0,30.2,139.0,15.0,9.0,56.25
Kouadio-Kone,fr FRA,M'Gladbach,20-182,MF,2001,447.0,6.0,6.0,0.0,0.0,0.0,0.0,0.2,16.7,6.0,229.0,87.7,19.0,2.0,0.0,38.4,112.0,16.0,11.0,64.70588235294117
Odilon-Kossonou,ci CIV,Leverkusen,20-315,DF,2001,790.0,10.0,9.0,0.0,0.0,0.0,0.0,0.11,50.0,2.0,469.0,88.2,13.0,9.0,0.0,35.4,82.0,14.0,9.0,60.0
Filip-Kostic,rs SRB,Eint Frankfurt,29-014,"FW,DF",1992,818.0,10.0,9.0,2.0,0.22,4.0,0.44,0.77,36.8,19.0,243.0,58.6,3.0,0.0,0.0,30.5,154.0,14.0,11.0,73.33333333333333
Nianzou-Kouassi,fr FRA,Bayern Munich,19-161,"DF,MF",2002,116.0,4.0,1.0,0.0,0.0,1.0,0.78,0.0,0.0,0.0,80.0,87.9,3.0,0.0,0.0,22.7,22.0,4.0,1.0,20.0
Andrej-Kramaric,hr CRO,Hoffenheim,30-149,"FW,MF",1991,983.0,11.0,11.0,2.0,0.18,8.0,0.73,1.19,34.2,38.0,309.0,77.6,6.0,0.0,0.0,21.7,92.0,1.0,1.0,50.0
Christoph-Kramer,de GER,M'Gladbach,30-269,MF,1991,274.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,81.1,5.0,0.0,0.0,33.3,87.0,12.0,7.0,53.84615384615385
Florian-Kruger,de GER,Arminia,22-275,"FW,MF",1999,269.0,10.0,2.0,0.0,0.0,0.0,0.0,0.33,20.0,5.0,51.0,63.8,1.0,0.0,0.0,31.1,45.0,3.0,2.0,50.0
Max-Kruse,de GER,Union Berlin,33-241,"FW,MF",1988,633.0,8.0,8.0,1.0,0.14,6.0,0.85,0.28,20.0,10.0,186.0,73.5,5.0,0.0,0.0,27.5,109.0,3.0,2.0,50.0
Lukas-Kubler,de GER,Freiburg,29-077,DF,1992,700.0,9.0,8.0,1.0,0.13,1.0,0.13,0.26,40.0,5.0,239.0,68.1,17.0,1.0,0.0,31.1,90.0,23.0,9.0,37.5
Fabian-Kunze,de GER,Arminia,23-154,MF,1998,492.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,118.0,70.7,7.0,0.0,0.0,18.9,122.0,11.0,6.0,50.0
Maxence-Lacroix,fr FRA,Wolfsburg,21-223,DF,2000,776.0,9.0,9.0,0.0,0.0,0.0,0.0,0.12,33.3,3.0,501.0,84.2,25.0,5.0,0.0,37.5,80.0,15.0,7.0,43.75
Konrad-Laimer,at AUT,RB Leipzig,24-172,MF,1997,183.0,8.0,1.0,1.0,0.49,0.0,0.0,0.98,66.7,3.0,87.0,78.4,3.0,0.0,0.0,29.7,64.0,7.0,2.0,25.0
Stefan-Lainer,at AUT,M'Gladbach,29-080,DF,1992,134.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,72.6,4.0,0.0,0.0,30.0,20.0,4.0,3.0,60.0
Vassilis-Lambropoulos,gr GRE,Bochum,31-229,DF,1990,808.0,9.0,9.0,0.0,0.0,0.0,0.0,0.11,33.3,3.0,217.0,85.8,20.0,9.0,1.0,42.0,119.0,18.0,13.0,68.42105263157895
Sam-Lammers,nl NED,Eint Frankfurt,24-199,FW,1997,355.0,7.0,4.0,1.0,0.25,0.0,0.0,1.01,33.3,12.0,59.0,64.1,2.0,0.0,0.0,23.9,71.0,2.0,1.0,33.33333333333333
Bryan-Lasme,fr FRA,Arminia,23-001,"FW,MF",1998,374.0,8.0,4.0,0.0,0.0,0.0,0.0,0.48,50.0,4.0,47.0,58.0,0.0,0.0,0.0,27.5,80.0,3.0,1.0,25.0
Maxim-Leitsch,de GER,Bochum,23-181,DF,1998,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,72.3,4.0,1.0,0.0,28.6,7.0,2.0,1.0,33.33333333333333
Tim-Lemperle,de GER,Köln,19-283,"FW,MF",2002,69.0,4.0,0.0,1.0,1.3,0.0,0.0,1.3,100.0,1.0,19.0,73.1,0.0,0.0,0.0,22.7,22.0,1.0,1.0,50.0
Christopher-Lenz,de GER,Eint Frankfurt,27-054,DF,1994,315.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,205.0,74.5,10.0,3.0,0.0,40.0,40.0,11.0,7.0,58.333333333333336
Robert-Lewandowski,pl POL,Bayern Munich,33-086,FW,1988,908.0,11.0,11.0,13.0,1.29,6.0,0.59,2.38,54.5,44.0,168.0,77.4,4.0,0.0,0.0,33.3,84.0,3.0,3.0,75.0
Jamie-Leweling,de GER,Greuther Fürth,20-262,"FW,MF",2001,385.0,11.0,3.0,2.0,0.47,1.0,0.23,0.94,36.4,11.0,43.0,58.9,3.0,0.0,0.0,30.0,80.0,1.0,1.0,50.0
Philipp-Lienhart,at AUT,Freiburg,25-127,DF,1996,990.0,11.0,11.0,2.0,0.18,1.0,0.09,0.27,50.0,6.0,471.0,88.5,26.0,10.0,0.0,33.3,57.0,9.0,3.0,30.0
Jesper-Lindstrom,dk DEN,Eint Frankfurt,21-259,"FW,MF",2000,485.0,9.0,6.0,0.0,0.0,0.0,0.0,0.37,25.0,8.0,82.0,60.7,12.0,0.0,0.0,28.5,130.0,8.0,5.0,55.55555555555556
Dejan-Ljubicic,at AUT,Köln,24-038,MF,1997,727.0,10.0,9.0,0.0,0.0,0.0,0.0,0.12,14.3,7.0,219.0,75.3,12.0,0.0,0.0,33.8,154.0,8.0,8.0,88.88888888888889
Anthony-Losilla,fr FRA,Bochum,35-250,MF,1986,955.0,11.0,11.0,1.0,0.09,0.0,0.0,0.28,25.0,12.0,253.0,78.6,34.0,3.0,0.0,29.9,204.0,21.0,16.0,72.72727272727273
